fréquence	t	UD
2	jardreingn	
2	heï	
2	degouezh	
2	digas	
2	diseblant	
2	tiskouezer	
2	gweleioù	
2	(ean)	
2	c’hleñved	
2	kenwerzh	
2	karont	
2	teze	
2	me-xundi:w	
2	traoù-sen	
2	yenaet	
2	predeg	
2	Plañvour	
2	(Ker)	
2	nès	
2	Rac'h	
2	hlinùed	
2	Mad	
2	e-raok	
2	vent	
2	fenozh	
2	ganiñ	
2	araok!	
2	cornë	
2	a-ves	
2	mǝs	
2	Tufiñ	
2	c'henaou	
2	greda	
2	greinein	
2	Klanù	
2	vehè	
2	bouchennein	
2	hroèdur	
2	fest-noz	
2	reze	
2	skorn	
2	darwez	
2	ket.	
2	Doñjer	
2	p	
2	wellañ	
2	mal	
2	zaùas	
2	lih	
2	klan	
2	ivraign	
2	speret	
2	nebedigueu,	
2	uz	
2	yéhæd	
2	/nag	
2	əfəXen	
2	e-rmour	
2	pasiñ	
2	kulotet	
2	C’hwec’h	
2	sklas	
2	teñvel	
2	riñsad	
2	(hon)	
2	Klegereg	
2	dachenn-mañ	
2	hran	
2	kasan	
2	apersevan	
2	litr	
2	c'hontoù	
2	(me)	
2	anehon	
2	malgre	
2	milion	
2	Mae	
2	santein	
2	épad	
2	amzér	
2	cherr	
2	Ewid	
2	moned	
2	dapoued	
2	meskled	
2	lâred	
2	amp	
2	traezh	
2	warnon.	
2	pesked.	
2	sav-e-fri	
2	oc'h-c'hwi	
2	kötat	
2	vitoñ,	
2	vehomp	
2	tolpet	
2	garomp	
2	Razh	
2	gwiv	
2	Ou	
2	puai	
2	eiñ	
2	nihour	
2	emaont	
2	eus-int	
2	sonen	
2	rah	
2	grolle	
2	kargen	
2	Le	
2	goah	
2	chonj	
2	tam	
2	Équivalent	
2	fwoen	
2	dein	
2	peskour	
2	eañ	
2	jandarmed.	
2	Gye	
2	rika	
2	goemon	
2	hê	
2	voatur	
2	duze	
2	voutik	
2	c'homzoù-se	
2	hiriset	
2	sapre	
2	chulad	
2	gobèr	
2	ardro	
2	seud	
2	taol,	
2	mestr-skol	
2	c'houlz	
2	Nosoc'h	
2	teñveloc'h	
2	_PL_.	
2	lapous	
2	c'hoadaj	
2	vogeriaj	
2	kerdin	
2	e-mesk	
2	pomay	
2	founnuch	
2	tanvez-amann…	
2	laboused-mor	
2	vagont	
2	Diwaétoc'h	
2	dornérez	
2	péz	
2	c'hoarien	
2	echek	
2	djwellañ	
2	c'hui	
2	Kontit	
2	gontadenn	
2	kaor	
2	c'hoat	
2	beñ,	
2	hey	
2	egile,	
2	aiaiaie	
2	treuz	
2	mon	
2	Faos	
2	vaoues	
2	vid	
2	bas	
2	garach	
2	ganatennoù	
2	Jiouh	
2	Nimblec'h	
2	Gandar	
2	c'hovid	
2	gosta	
2	voyach	
2	Zioup	
2	Flav	
2	Klak	
2	plad	
2	perseus	
2	hob'	
2	yalo	
2	Deit	
2	A-greiz	
2	a-sur	
2	stripil	
2	uc'h	
2	dol.	
2	ac'han	
2	voest	
2	dar'	
2	haz	
2	e-beo	
2	Arnevet	
2	hag-en	
2	hanvet	
2	goueza	
2	Konk	
2	Cornouaillais	
2	samis	
2	c'hweza.	
2	at	
2	Aliez	
2	e-nijent	
2	bennaked	
2	hounne	
2	Komañset	
2	Laerzhet	
2	bilo	
2	diganein	
2	betegoud	
2	vankfè	
2	neg	
2	Bopred	
2	vera	
2	meried	
2	bestiaod	
2	avase	
2	dimiñ	
2	ne)	
2	Oan	
2	louarn	
2	weu	
2	dè	
2	e-moam	
2	jimnastik	
2	zesid	
2	blenio	
2	zebr'	
2	Boazet	
2	kuit	
2	goud'	
2	déb'	
2	bonédou-tous'	
2	g,	
2	na-yoñ	
2	pinvidig-brein	
2	kaout/da	
2	c'hwenn	
2	tont.	
2	dre'	
2	cherc'h	
2	had'	
2	melch'	
2	jadenn	
2	une
2	pèlerine	
2	roué	
2	sklerijenna	
2	letern	
2	Beu	
2	glér'	
2	Boût	
2	zellad	
2	be(a)	
2	pea	
2	blego	
2	daw	
2	wechad	
2	tigoueho.	
2	tigon'	
2	prest-kaër	
2	zigont	
2	tramek	
2	St-Alc'houen	
2	tegouezh	
2	zenañ	
2	aretet	
2	deusoute	
2	vetr	
2	Broustad	
2	mevelien	
2	jo-sen	
2	pezh-dilhad	
2	wiskañ	
2	(diwetoc'h)	
2	Rouz	
2	vè	
2	torné.	
2	zispariñ	
2	bemdez-doue	
2	Dré	
2	fulladenn	
2	kuiteet	
2	gérent	
2	droch-kouz	
2	distañk	
2	Ag	
2	pennadig	
2	Keid	
2	c’hoar	
2	hoh	
2	Eoñ	
2	daoa	
2	(é)	
2	vilout	
2	gekenn	
2	Klañv	
2	gwall-glañv	
2	ziken	
2	Emañ
2	lipet
1	loa!	
2	Brimel	
2	espes	
2	kuzin	
2	paour-kaez	
2	bugelig	
2	gaven	
2	vro-se.	
2	Fenoz	
2	skleit	
2	réi	
2	kem-sen	
2	aken	
2	Evidoun	
2	-me	
2	faotec'h	
2	Faot	
2	fitamdaoula	
2	diaouer	
2	nezhi.	
2	at.	
2	’z	
2	zilezel	
2	mouniz	
2	dou	
2	Ac’h	
2	c'hober	
2	Biamde	
2	giriou	
2	Pegiz	
2	noz.	
2	p’ra	
2	voused	
2	gasketenn	
2	martolod	
2	Souben	
2	emefe	
2	kouezho!	
2	(tapet)	
2	(?tapet)	
2	wenn)	
2	la(r)	
2	plec’h	
2	lâr-en	
2	diouzhomp	
2	hèol.	
2	gev	
2	Ervoa	
2	meurd	
2	eeun.	
2	nep-ma-nep	
2	Duff	
2	niveri	
2	kuit.	
2	sentiñ	
2	dech	
2	traou-se	
2	kamm-jilgamm	
2	gaoterioù	
2	diriaou	
2	otoioù	
2	c'hall	
2	oa-hi	
2	digouét	
2	dég	
2	mun'	
2	c'hiarreg	
2	c'hoarzin	
2	vin-me	
2	c'helien	
2	(Na)	
2	eeun	
2	kenderhel	
2	Nimblec’h	
2	waet	
2	kentiz	
2	gouk	
2	c'hilhog	
2	vrevi	
2	pouaf	
2	redoñ	
2	veuan	
2	gouiyin	
2	mank'	
2	kouél	
2	graou	
2	diyomp	
2	grédè	
2	pigno	
2	kreno	
2	Petram'	
2	mous	
2	sier	
2	plañch	
2	grignol	
2	zebaint	
2	mouar	
2	ma-hi	
2	nheuñal.	
2	vizé	
2	reoh	
2	kwele	
2	zebront	
2	dirag	
2	ig	
2	studier	
2	alc’hioù	
2	displeget	
2	blanedenn	
2	Kemer	
2	baner	
2	tastumi	
2	avaloù.	
2	Skuiz	
2	brenit	
2	en-devo	
2	Manket	
2	bazenn	
2	vuan	
2	ahanon,	
2	bin	
2	lavar:	
2	gwelloh
2	Andre.	
2	vedalen	
2	Bégzèrh'	
2	gwé	
2	gavont	
2	enezenn	
2	Deb'	
2	moñ	
2	hwenn	
2	disoñjet	
2	Gouvezet	
2	Chan	
2	hello	
2	Panevefe-ze	
2	beuzet	
2	àr-rok	
2	Penvare	
2	Pésort	
2	pre'	
2	eg	
2	peus-kreñv	
2	manjtout	
2	bouez	
2	Emeer	
2	Meñ	
2	Hè	
2	nè.	
2	na-yè	
2	lak'	
2	huch	
2	breparé	
2	zigoue	
2	hanon.	
2	hanout.	
2	hanom.	
2	Bé	
2	kreno.	
2	vuia	
2	baotred…	
2	ma-yè	
2	Gwellaad	
2	horolaj	
2	porzhiad	
2	nevez-amzer	
2	zegen	
2	kargamañchou	
2	enni.	
2	disfizius	
2	amgredig	
2	Gwipavaz	
2	vanegenn	
2	savoñ	
2	waskell	
2	c'helloc'h	
2	glevjoun	
2	weljoun	
2	géd	
2	vereuri	
2	ramañs	
2	merc'hervezh	
2	Landi	
2	skourrou	
2	hlazvezi	
2	Gwenole	
2	abat	
2	kentaf	
2	Landevennec	
2	pemzek	
2	a-c'houdevezh	
2	seller	
2	ispisial	
2	A-dra-zur	
2	braoaad	
2	horn-bro	
2	Anes	
2	gant'	
2	ho,	
2	vues	
2	En-hend-all	
2	c'hellemp	
2	Gedal	
2	bloaveziou	
2	c'hilhotin	
2	a-skarv	
2	A-zioh	
2	tremenas	
2	a-zioh	
2	houien	
2	kano	
2	gano.	
2	awalc'h/alato	
2	hirri-nij	
2	kaol	
2	ac'halenn	
2	LAbous	
2	nij	
2	NIJ	
2	ac'hane	
2	berradou	
2	yen-sklas	
2	kerzem	
2	evelato	
2	soñjoù	
2	teñval	
2	zave	
2	goshoc'h	
2	suroc'h	
2	tele	
2	c'huadur	
2	A-nézoh-c'hwi	
2	aotchoù.	
2	pezo	
2	zizun	
2	Arhantel	
2	A-dra-sur	
2	sonjemp-ni	
2	azezañ	
2	glouar	
2	gerdin	
2	studierien	
2	gounid	
2	Beh	
2	lopat	
2	houlenn	
2	diganeom	
2	taol.	
2	jome	
2	neveze	
2	meleudy	
2	steret	
2	venegi	
2	J	
2	marbleo	
2	warnezo	
2	c'hwez	
2	Greet	
2	Bezhin	
2	berniet	
2	breinet	
2	kave	
2	ezi	
2	a-vreman	
2	brunig	
2	c'haout	
2	Brennig	
2	Skoliou-Meur	
2	Bro-Hall	
2	o-zri	
2	Gerne	
2	Konkerne	
2	hoar-gaer	
2	Margrid	
2	merc'het	
2	man,	
2	énem	
2	glévé	
2	guélloc'h	
2	éguet	
2	choarezet	
2	aliès	
2	c'hoarzhet	
2	canne	
2	kleve	
2	(…).	
2	ervennoù	
2	palet	
2	…gouarnamant	
2	neseser	
2	tachadoù	
2	Medisin	
2	en-defe	
2	karfen	
2	Gwerz	
2	Hamon	
2	c'hleuz	
2	Mabig	
2	hoar/e	
2	houezont	
2	Sadorn	
2	resevet	
2	spontuz	
2	prenis	
2	tommo	
2	Pesked	
2	braoged	
2	dreist-oll	
2	ay	
2	avañs	
2	laez.	
2	evidoc'h	
2	c'hatekiz	
2	varvo	
2	zrebi	
2	foto	
2	deuhoutañ	
2	a-doa	
2	deset	
2	ganteu	
2	doriou	
2	souvenir	
2	c'halonekañ	
2	vui	
2	adreñv	
2	dereat	
2	teañ	
2	delechoù.	
2	rummad	
2	lienennou	
2	reñk	
2	Dibaot	
2	eunn	
2	herent	
2	Digori	
2	rankin	
2	spérét	
2	unneg	
2	tigor	
2	warnom	
2	dorioù…	
2	dillou	
2	dinian	
2	gilometr	
2	dioh	
2	ouzom	
2	Abalamour	
2	mareoù	
2	pakat	
2	neged	
2	gouestadig	
2	got	
2	drouk-c'hreat	
2	harotez	
2	ruz-se	
2	penngenn	
2	E-kreiz	
2	edomp	
2	lakjont	
2	labouriou	
2	c'houzanvas	
2	kazetenn	
2	kôzeet	
2	Molenez	
2	abri	
2	eged	
2	hounnez	
2	kavo	
2	poseve	
2	Kerber	
2	Bremaik	
2	batatez	
2	Maout	
2	Uhelgoad	
2	honkour	
2	kostumou	
2	aotroù	
2	ozac'h	
2	konta	
2	en-doa	
2	hen-mañ-hen	
2	dra-mañ-tra	
2	enn-dèon	
2	Eclati	
2	réas-ta	
2	révolution	
2	partial	
2	rét	
2	Erh	
2	Espern	
2	diche	
2	Gellet	
2	vr	
2	speçc	
2	á	
2	deru	
2	calet	
2	oad-se	
2	Entrétant	
2	médécin	
2	vélet	
2	blesset	
2	Mennout	
2	sonjan	
2	evurus	
2	mis	
2	bennac	
2	feunteun	
2	péb	
2	disiplin	
2	melenoc'h	
2	choke	
2	c'hajot	
2	goaz	
2	bemdeiz:	
2	réma	
2	évito	
2	véza	
2	ziskenné	
2	famill	
2	énorabl	
2	farda	
2	Tregont	
2	feillet	
2	deuzeu	
2	hamaraded	
2	fouenneier	
2	tomma	
2	a-forzh	
2	truiet	
2	Forz	
2	vezenn	
2	friko-mañ	
2	rañkes	
2	kozeal	
2	katoenn	
2	dékoret	
2	heotenn	
2	gintaou	
2	Gléb-gliz	
2	Kuitait	
2	goanag	
2	Laboused	
2	Loened	
2	lavarer	
2	Douh	
2	konted	
2	maillou	
2	vanke	
2	rankez	
2	kourajus	
2	roe	
2	leverez	
2	devezh-mañ-devezh	
2	gwadigennou.	
2	Tad-koz	
2	Ch.	
2	aranjet	
2	war-gorre	
2	lun	
2	koueza	
2	anaveze	
2	halz	
2	Karkani	
2	rê	
2	zevez	
2	starde	
2	c'hellomp	
2	tec'homp	
2	êo	
2	déomp	
2	gonsoli	
2	réïmp	
2	prestig	
2	krogas	
2	keleier	
2	degas	
2	gemm	
2	skuba	
2	boaza	
2	tener	
2	Famill	
2	gendalh	
2	ouiemp	
2	neuñv	
2	Kerkent	
2	débret	
2	méren	
2	réman	
2	dar	
2	parck	
2	herzed	
2	dïez	
2	skornet	
2	vugalez	
2	houlennem	
2	avel,	
2	tachad	
2	zizallañ	
2	studiou	
2	c'hravazh	
2	lakent	
2	groaz	
2	vaneañ	
2	diduadenn	
2	nosvés	
2	discleria	
2	c'hreg	
2	dévoa	
2	tamallet	
2	ato	
2	kestion	
2	gourlen	
2	helou-ze	
2	braz,	
2	taolenn	
2	dennadenn	
2	euro	
2	gwer	
2	deuzi	
2	bugalé.	
2	Terri	
2	Nin	
2	hén-mañ-hén	
2	bour	
2	Marie	
2	tiskenned	
2	daou-ha-daou	
2	m-oa	
2	penn-moh	
2	zervez	
2	reded	
2	sujed	
2	lezenn-se	
2	sarin	
2	Malerusamant	
2	kruadur	
2	zessin	
2	parti	
2	soutenet	
2	chouj	
2	poent-se	
2	(renket)	
2	(Alain)	
2	(kleet)	
2	jansson-se)	
2	Plijet	
2	(klevet)	
2	evidoun	
2	(Ar	
2	doa)	
2	lavare/ouie	
2	soroc'hal	
2	didruez	
2	filouter	
2	chaosonioù-mañ	
2	Dantet	
2	ouñ	
2	morbik	
2	yafes	
2	roer-bilhiji	
2	vézé	
2	Añjela	
2	ostill-ze	
2	nul	
2	ouzomp	
2	hiroc'hik	
2	ebatoù	
2	Kervanous	
2	plac’hig)	
2	avi	
2	ouzouto	
2	gemerit	
2	aval-se	
2	preñv	
2	orjalenn	
2	kredennou	
2	famillou	
2	Koadkilie	
2	Péd	
2	poent-ze	
2	badeziantou	
2	war-lerh	
2	vezed	
2	Setu-me	
2	penneka	
2	koeñvet	
2	deuent	
2	certen	
2	dennañ	
2	bount	
2	skiant-prenet	
2	zesker	
2	dreizeur	
2	rean	
2	diwezatoc'h	
2	sonjal	
2	tanavoc'h	
2	c'hraonv_PL_	
1	hadoñ	
1	saladen	
1	zigoue(z)aec'h	
1	koût	
1	tare	
1	kourre.	
1	Marc'hared	
1	saludi	
1	Vel	
1	c'hawor	
1	treist	
1	koukou	
1	joent(r)ell	
1	souvantrierenn	
1	neugn	
1	kapad	
1	ne-int	
1	miser	
1	wa_ɤ_	
1	mɔħ	
1	tõn_d_	
1	lutun	
1	vigwale.	
1	id-te	
1	zinet	
1	vigwale	
1	spontailh-brini	
1	toullgofet	
1	gout	
1	pe(a)draig	
1	penvar'	
1	Jesus	
1	Krist	
1	walenn	
1	pehini	
1	Traou	
1	ebarz	
1	hanoiou	
1	gan'	
1	paz	
1	piɤ	
1	wijã	
1	yét	
1	hounn'	
1	targasha	
1	i-heun	
1	zaskorit	
1	vale.	
1	korventenn	
1	daou-ugent-ad-où	
1	Gwasat	
1	Estlammusat	
1	peuzziwiskoc'h	
1	onzont	
1	veur	
1	toenn	
1	gwirioù	
1	baeañ	
1	splet	
1	hêrezh	
1	o_2_	
1	Digarez	
1	Atoe,	
1	Klaskomp	
1	esae	
1	peroked-se	
1	Ac'hañ	
1	lavaren	
1	skarzhet	
1	dihunit	
1	Ac'hanta,	
1	Adalek	
1	Karaez	
1	flastras	
1	drajoù	
1	taouarc'h	
1	O-unan-penn	
1	Afer	
1	Sik	
1	Alala	
1	choman	
1	belbi	
1	Diskouez	
1	welont	
1	ouzez	
1	gwenojenn	
1	Ahont	
1	Setu-eñ	
1	houllez	
1	gaz	
1	mougus	
1	Arsav	
1	ofisourien	
1	bras-disec'het…	
1	darbet	
1	Arc'hoazh	
1	korfad	
1	nor-dall	
1	Bastik…	
1	Alc'hwez	
1	grizilhonoù	
1	?…	
1	(Biken)	
1	breh,	
1	(Biskoazh)	
1	(biskoazh)	
1	Obeliks	
1	Dija	
1	vourrez	
1	Brudet	
1	C'hep	
1	Lagatu	
1	Hêp,	
1	(5)b	
1	c'hwitet	
1	Chao	
1	!!!!	
1	Ne'	
1	Gennet	
1	breuger	
1	DEN	
1	(ne)tra	
1	Skrivañ	
1	Emaoc'h	
1	tanzen	
1	chouk	
1	bro-me	
1	Kastilha	
1	Gozh	
1	c'heñver	
1	c'hourlanchenn	
1	vouilhenn	
1	Politikerezh	
1	broadelouriezh	
1	pege	
1	a-drovriad	
1	kumunizeh	
1	Galleg	
1	rankfent	
1	lavaras	
1	Dal	
1	Ddaammmd	
1	bannañ	
1	Naoned	
1	C’hoarzhiñ	
1	bloaz-mañ	
1	Skoazellañ	
1	produerezh	
1	klewelet	
1	gallaoueg	
1	diwar-bouez	
1	stignad	
1	FALB	
1	flac'h	
1	Bravat	
1	sotoni	
1	Doustik	
1	Pevarlammat	
1	difelc’het	
1	o-unan-penn	
1	eno.	
1	(tamm)*	
1	ehane	
1	distrei	
1	voemp	
1	keneiled	
1	yay	
1	devije	
1	gleven	
1	yaounank	
1	panevet	
1	Estregedout	
1	Estreget	
1	pizza	
1	zebromp	
1	pop	
1	c’helenner	
1	daol.	
1	zen.	
1	gloazet	
1	tegouezhint	
1	ziwezhat	
1	Faeañ	
1	deoc'h…	
1	Aktourien	
1	Fidambie	
1	Ouzhin	
1	Fou	
1	Chañs	
1	C'hou	
1	tommadenn	
1	Fow	
1	Sezni	
1	Abgrall	
1	c'henoù	
1	gantañ.	
1	c'herioù	
1	ouzin	
1	chench	
1	c'holc'hed	
1	sachet-disachet	
1	daolo	
1	wallober	
1	gwall-iskis	
1	Lokemo	
1	vartoloded	
1	Kerichen	
1	mard/hag-eñ	
1	roñseed,	
1	Merzit	
1	tenn	
1	obuzioù	
1	Hama,	
1	Faoutet	
1	gokenn	
1	gwez-sapin	
1	chomer	
1	hmm	
1	Sin	
1	Yañ	
1	beiadour,	
1	heñ	
1	Farsus	
1	aotrounez	
1	c'hrevus	
1	Tchang	
1	Buhez	
1	e-biou	
1	(daou)	
1	hepmuiken	
1	hebiou	
1	Izidor	
1	mastoc'het	
1	treizhadenn	
1	argadet	
1	douaradez	
1	Glas-holl	
1	gwellañ-holl	
1	Houp	
1	houp	
1	Hopala	
1	tres	
1	den-mañ-'	
1	deiz-mañ-'	
1	wezenn-mañ-gwezenn	
1	deuet,	
1	deuet…	
1	henn-ha-henn	
1	honn-ha-honn	
1	anaout	
1	hag-(eñ)	
1	{mard/hag-eñ}	
1	sonjet	
1	zigoran	
1	glemm	
1	barrez-mañ	
1	Chezuz	
1	bravigoù	
1	vestrig	
1	Iche	
1	adkemeret	
1	kehent	
1	sevenadur	
1	kaoc'h	
1	plac'hig-se	
1	e-unan,	
1	Disul	
1	Gwellaikañ	
1	c'hellfed	
1	geit	
1	puhez	
1	Anat	
1	kloareg	
1	fennoù	
1	Kement-mañ-kement	
1	kousto	
1	pred	
1	Kement-ha-kement	
1	Din	
1	degouezhout	
1	Tomm	
1	blasenn	
1	lufr	
1	Dalc'hit	
1	Tankerru	
1	gurun	
1	Sec'hed	
1	tebr	
1	gegin	
1	bado	
1	lakit	
1	skritelloù	
1	Diboell	
1	lar…	
1	gaouiad.	
1	Danset	
1	devoe	
1	Baleet	
1	aligator	
1	Evet	
1	o_4_	
1	c'hevredigezhioù	
1	Diwan	
1	Dihun	
1	Yezh	
1	UGB	
1	Degaset	
1	duvaneget	
1	lab	
1	serenadoù	
1	»	
1	brenestr	
1	bugel-se]	
1	c’hard	
1	Kis-kis	
1	Ranko	
1	1938	
1	meskañ	
1	boutin	
1	ger-mañ-ger	
1	skiantel	
1	zroad	
1	Tomm-gor	
1	Ola	
1	A,	
1	teuziñ	
1	poulloù-dour	
1	Deoc'h-c'hwi	
1	c'hi-mañ	
1	?!?	
1	fidamdie	
1	burev	
1	gi-se	
1	toull-bac'h	
1	Dalton	
1	ch	
1	maen-hir	
1	Grik	
1	Joe	
1	pevarzroadek	
1	c'humun	
1	roc'h	
1	vihan)	
1	daouig	
1	Hounnezh	
1	baoum	
1	Disul,	
1	oferenn,	
1	re-se,	
1	e-unan/*	
1	eñ.	
1	levr-se	
1	zeufe	
1	laouen…	
1	Añ	
1	Kejet	
1	c'halian	
1	furoc'h	
1	Eump	
1	kendalc'hit	
1	Dañset	
1	Dañsal	
1	kaier	
1	leti	
1	kevatal	
1	Ha,	
1	selaouit	
1	selaouet	
1	tihuno	
1	e/ma	
1	(m'	
1	kenavo	
1	verc'hig	
1	Ma,	
1	Maa	
1	trampouilhat	
1	lanker	
1	starderez	
1	mallozh	
1	mirc'hed	
1	kalloc'h	
1	baoñ	
1	dourgi]	
1	[douryar]	
1	[labous-noz]	
1	kazeg	
1	[kazeg-koad]	
1	traoniennoù	
1	c'hallomp	
1	magañ	
1	kollbaraed	
1	eveldoc'h	
1	gutez	
1	Boulzouble	
1	skoet	
1	reizhoù	
1	Laouenan	
1	dibistig	
1	drouiz	
1	c'hellent	
1	kwelin	
1	Amiguito	
1	n’oc’h	
1	vezoc’h	
1	servij	
1	sizhunvezh	
1	notennoù	
1	Gwalarn	
1	darempred	
1	brav]	
1	koumoul	
1	bordet	
1	goad	
1	tilh	
1	Mersi	
1	!….	
1	Oah	
1	Anavezout	
1	katwoman	
1	Katwoman	
1	dreiñ	
1	seier-se	
1	siminal	
1	c’hampionad-se	
1	brientiñ	
1	c’hoarioù	
1	olimpek	
1	dreist-holl	
1	levr-mañ	
1	Rozmor	
1	eskemmet	
1	c’hreion	
1	barr-livañ	
1	c’horf	
1	miz-mañ	
1	[hon	
1	bobl]	
1	Ouaou	
1	stered	
1	Ouow	
1	Cheñchet	
1	paotr-lizheroù	
1	c'hellin	
1	teuin	
1	Peneveto	
1	vijemp	
1	semplet	
1	Paouezet	
1	vutuniñ	
1	all.	
1	druilh	
1	drast	
1	ganeoc’h	
1	sinadur	
1	ofisiel	
1	strollañ	
1	politikerezh	
1	bigi	
1	porzh	
1	Peg	
1	Trawalc'h	
1	beragou	
1	perago	
1	bremaik	
1	yezh,	
1	div.	
1	bro,	
1	klemmet	
1	Pronom	
1	vide	
1	PRO	
1	gerioù	
1	liorz	
1	blegadenn	
1	Plouz	
1	menec’h	
1	ac’hanomp…	
1	Hanter	
1	repu	
1	daskorit-eñ	
1	Lez-ni	
1	mindrailher	
1	vabouzenn	
1	c'hlev	
1	kloza	
1	vloaz.	
1	Buan	
1	damañ	
1	zedenno	
1	jefe	
1	Bezet	
1	Rouez	
1	Bevañ-bevaik	
1	karjen	
1	disglavier	
1	Salokras	
1	Satordistac'h	
1	Ket	
1	c'hizier	
1	?!!	
1	spernenn	
1	hej	
1	skoaz	
1	arzour	
1	divrud	
1	seblantet	
1	TANGI	
1	Agar	
1	C’hoarzhin	
1	boanioù	
1	asant	
1	yezhoù	
1	rannvro	
1	Republik.	
1	mouest	
1	staoñv	
1	voazañ	
1	pro<sub>i<sub>	
1	c’hoarvezas	
1	(Evit)	
1	etrezi	
1	gorrien	
1	doareoù,	
1	muzelloù	
1	Mantrus	
1	sonnet	
1	deod	
1	timat	
1	flas	
1	tizet	
1	nec'h	
1	Prenn	
1	c'henou	
1	amprevan	
1	PS	
1	lezenn	
1	c’herioù	
1	war-gaout	
1	doareoù	
1	war-lerc’h	
1	Lojañ-dilojañ	
1	Brallet-divrallet	
1	azezenn	
1	zeizioù	
1	chañsus	
1	kelaouennerien	
1	a-drugarez	
1	dalc'h	
1	Hou	
1	Kou	
1	Youc'hou	
1	chomaj	
1	Mouded	
1	kignaj	
1	saoznaj	
1	vazad	
1	skouarnad	
1	(/-kaozeadeg).	
1	meskl	
1	(/-loskadurez)	
1	meskaill	
1	meskaillez.	
1	rataill	
1	meskaillez	
1	êzamant	
1	mañchard	
1	(anezhi)	
1	plueg	
1	varvegez	
1	koz-se	
1	velchonenn	
1	blenier	
1	ruzaterez	
1	(/-gwrïèrez,	
1	-gwrïadenn)	
1	labour(èrez)-douar	
1	loerezenn	
1	vragou	
1	varhegez	
1	despetuz	
1	fonnusaad	
1	vann-drêzenn	
1	sortio	
1	a-bendraouill	
1	pignon	
1	zavas	
1	a-bik	
1	A-houdevez	
1	ouifen	
1	Lannuon	
1	lavarfont	
1	A-toue	
1	houlz-se	
1	a-walh?	
1	arwez-dour	
1	Menezhioù	
1	Are	
1	c'helli	
1	vakansoù	
1	ad-en	
1	–	
1	advezo	
1	lõnkɑ̃	
1	glésker	
1	béw	
1	Voujés-ke	
1	lésé	
1	tresadenn	
1	Rosmeur	
1	En-anat	
1	talveze	
1	diwezhañ-mañ	
1	sil	
1	inewen	
1	mignaouadenn	
1	péjó	
1	alîes	
1	(Alies	
1	Aï)	
1	(aï)	
1	(alîes)	
1	N-onn	
1	gwej	
1	avalou.	
1	haz-mañ	
1	picherou	
1	bope	
1	~i	
1	choaz	
1	micher	
1	A-nevez-vet	
1	kestal	
1	Betegoût	
1	ober.	
1	vervadenn	
1	vizaj	
1	ridet	
1	votoù	
1	peorien	
1	e-nefe	
1	_],	
1	tier…	
1	c'houlz-se	
1	/*anezhi	
1	vif	
1	sellou	
1	mekanig	
1	skriva	
1	Merlued	
1	oant:	
1	zun-mañ	
1	hant	
1	raim	
1	or-bezo	
1	gelou	
1	Lomikêl	
1	chomez	
1	gast	
1	da-lavaras	
1	dam-c'her	
1	dam-eveldomp	
1	chalumo	
1	okupo	
1	damaig	
1	marh-an-abil	
1	gargerez-he-horv-ze	
1	pewar	
1	eüruz	
1	Vassilievna	
1	ingalet	
1	nevez-hanet	
1	brenet	
1	meurzh	
1	hantér-kant	
1	brevet	
1	n-eus	
1	ganin-me	
1	vevo	
1	disoursi	
1	G-in	
1	garin	
1	Gwelan	
1	Dishenvel	
1	ilizou	
1	pesé	
1	dornã	
1	dañs	
1	houlan	
1	ho-taou.	
1	pare-garget	
1	gaier	
1	Ingal	
1	Lared	
1	loerou	
1	haillon-ze	
1	du-mañ'	
1	Ro	
1	emp	
1	Jojo	
1	zegouezje	
1	beurhraio	
1	veffe	
1	Poaniañ	
1	Hastañ	
1	fallad	
1	Skornañ	
1	izili	
1	buheziou	
1	Noz	
1	anezi:	
1	arrue	
1	Sell-hañ	
1	[toud	
1	_.	
1	baleet	
1	ardevel	
1	skillou	
1	fouet-e-voutik	
1	Komzet	
1	puilh	
1	Solzenitsyn	
1	lez-mañ.	
1	(An)	
1	adkomañset	
1	’h	
1	Rosmeur.	
1	diskouez	
1	Heuc’h	
1	Godig	
1	hoñ	
1	gwin-ze]	
1	veskennad	
1	sedig	
1	Seblantout	
1	m-bije	
1	trèó	
1	dostoh	
1	dommoh	
1	jitour	
1	ɑ̃õ	
1	loened!	
1	Digand	
1	oc'h-hu	
1	gollo	
1	kreñvan	
1	er-maes	
1	skoan	
1	penn-mañ	
1	horzh	
1	Kousted	
1	diñ	
1	Paded	
1	a-waĺc’h	
1	Brawaed	
1	buannañ	
1	Mab
1	breur-kaer
1	eo,	
1	abuz-tan	
1	hrampouez	
1	tano-ze	
1	glevez	
1	deodegez	
1	vil-ze	
1	Tristaet-tout	
1	gwad-ha-labez	
1	amina	
1	lienou	
1	lez-mañ	
1	ma-unanig-penn	
1	o-unanou.	
1	forban	
1	nozvez	
1	Van	
1	Anna.	
1	gemeras	
1	Ger	
1	garrigell	
1	Dalc'het	
1	anv-se	
1	gedon.	
1	veteg	
1	kanaillez.	
1	kôc'ha	
1	paka	
1	leurennad	
1	matelaouioù.	
1	Sammet	
1	hleñved	
1	oberidigez	
1	werz	
1	binvidien	
1	rividik	
1	galonennig	
1	velein	
1	n-om	
1	reünissañ	
1	mêr	
1	fournisset	
1	lokal	
1	skuizh.-entez	
1	f	
1	c'hêrioù,	
